id	name	kind	tactics	parent	platforms	summary	status	replaced_by
T1556.009	Conditional Access Policies	subtechnique	TA0003,TA0006,TA0112	T1556	IaaS,Identity Provider	Adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts.	active	
T1557	Adversary-in-the-Middle	technique	TA0006,TA0009		Linux,macOS,Network Devices,Windows	Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as Network Sniffing, Transmitted Data Manipulation, or replay attacks (Exploitation for Credential Access).	active	
T1557.001	Name Resolution Poisoning and SMB Relay	subtechnique	TA0006,TA0009	T1557	Windows	By responding to LLMNR/NBT-NS/mDNS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system.	active	
T1557.002	ARP Cache Poisoning	subtechnique	TA0006,TA0009	T1557	Linux,Windows,macOS	Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the communication of two or more networked devices.	active	
T1557.003	DHCP Spoofing	subtechnique	TA0006,TA0009	T1557	Linux,Windows,macOS	Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configuration Protocol (DHCP) traffic and acting as a malicious DHCP server on the victim network.	active	
T1557.004	Evil Twin	subtechnique	TA0006,TA0009	T1557	Network Devices	Adversaries may host seemingly genuine Wi-Fi access points to deceive users into connecting to malicious networks as a way of supporting follow-on behaviors such as Network Sniffing, Transmitted Data Manipulation, or Input Capture.	active	
T1558	Steal or Forge Kerberos Tickets	technique	TA0006		Linux,macOS,Windows	Adversaries may attempt to subvert Kerberos authentication by stealing or forging Kerberos tickets to enable Pass the Ticket.	active	
T1558.001	Golden Ticket	subtechnique	TA0006	T1558	Windows	Adversaries who have the KRBTGT account password hash may forge Kerberos ticket-granting tickets (TGT), also known as a golden ticket.	active	
T1558.002	Silver Ticket	subtechnique	TA0006	T1558	Windows	Adversaries who have the password hash of a target service account (e.g.	active	
T1558.003	Kerberoasting	subtechnique	TA0006	T1558	Windows	Adversaries may abuse a valid Kerberos ticket-granting ticket (TGT) or sniff network traffic to obtain a ticket-granting service (TGS) ticket that may be vulnerable to Brute Force.	active	
T1558.004	AS-REP Roasting	subtechnique	TA0006	T1558	Windows	Adversaries may reveal credentials of accounts that have disabled Kerberos preauthentication by Password Cracking Kerberos messages.	active	
T1558.005	Ccache Files	subtechnique	TA0006	T1558	Linux,macOS	Adversaries may attempt to steal Kerberos tickets stored in credential cache files (or ccache).	active	
T1559	Inter-Process Communication	technique	TA0002		Linux,macOS,Windows	Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution.	active	
T1559.001	Component Object Model	subtechnique	TA0002	T1559	Windows	Adversaries may use the Windows Component Object Model (COM) for local code execution.	active	
T1559.002	Dynamic Data Exchange	subtechnique	TA0002	T1559	Windows	Adversaries may use Windows Dynamic Data Exchange (DDE) to execute arbitrary commands.	active	
T1559.003	XPC Services	subtechnique	TA0002	T1559	macOS	Adversaries can provide malicious content to an XPC service daemon for local code execution.	active	
T1560	Archive Collected Data	technique	TA0009		Linux,macOS,Windows	An adversary may compress and/or encrypt data that is collected prior to exfiltration.	active	
T1560.001	Archive via Utility	subtechnique	TA0009	T1560	Linux,macOS,Windows	Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration.	active	
T1560.002	Archive via Library	subtechnique	TA0009	T1560	Linux,macOS,Windows	An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries.	active	
T1560.003	Archive via Custom Method	subtechnique	TA0009	T1560	Linux,macOS,Windows	An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method.	active	
T1561	Disk Wipe	technique	TA0040		Linux,macOS,Windows,Network Devices	Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources.	active	
T1561.001	Disk Content Wipe	subtechnique	TA0040	T1561	Linux,macOS,Network Devices,Windows	Adversaries may erase the contents of storage devices on specific systems or in large numbers in a network to interrupt availability to system and network resources.	active	
T1561.002	Disk Structure Wipe	subtechnique	TA0040	T1561	Linux,macOS,Network Devices,Windows	Adversaries may corrupt or wipe the disk data structures on a hard drive necessary to boot a system; targeting specific critical systems or in large numbers in a network to interrupt availability to system and network resources.	active	
T1562	Impair Defenses	technique	TA0005		Windows,IaaS,Linux,macOS,Containers,Network Devices,Identity Provider,Office Suite,ESXi	Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms.	revoked	T1685
T1562.001	Disable or Modify Tools	subtechnique	TA0005	T1562	Containers,IaaS,Linux,macOS,Network Devices,Windows	Adversaries may modify and/or disable security tools to avoid possible detection of their malware/tools and activities.	revoked	T1685
T1562.002	Disable Windows Event Logging	subtechnique	TA0005	T1562	Windows	Adversaries may disable Windows event logging to limit data that can be leveraged for detections and audits.	revoked	T1685.001
T1562.003	Impair Command History Logging	subtechnique	TA0005	T1562	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may impair command history logging to hide commands they run on a compromised system.	revoked	T1690
T1562.004	Disable or Modify System Firewall	subtechnique	TA0005	T1562	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may disable or modify system firewalls in order to bypass controls limiting network usage.	revoked	T1686
T1562.006	Indicator Blocking	subtechnique	TA0005	T1562	Windows,macOS,Linux,ESXi	An adversary may attempt to block indicators or events typically captured by sensors from being gathered and analyzed.	revoked	T1685
T1562.007	Disable or Modify Cloud Firewall	subtechnique	TA0005	T1562	IaaS	Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limit access to cloud resources.	revoked	T1686.001
T1562.008	Disable or Modify Cloud Logs	subtechnique	TA0005	T1562	IaaS,SaaS,Office Suite,Identity Provider	An adversary may disable or modify cloud logging capabilities and integrations to limit what data is collected on their activities and avoid detection.	revoked	T1685.002
T1562.009	Safe Mode Boot	subtechnique	TA0005	T1562	Windows	Adversaries may abuse Windows safe mode to disable endpoint defenses.	revoked	T1688
T1562.010	Downgrade Attack	subtechnique	TA0005	T1562	Windows,Linux,macOS	Adversaries may downgrade or use a version of system features that may be outdated, vulnerable, and/or does not support updated security controls.	revoked	T1689
T1562.011	Spoof Security Alerting	subtechnique	TA0005	T1562	Windows,macOS,Linux	Adversaries may spoof security alerting from tools, presenting false evidence to impair defenders' awareness of malicious activity.	revoked	T1685.003
T1562.012	Disable or Modify Linux Audit System	subtechnique	TA0005	T1562	Linux	Adversaries may disable or modify the Linux audit system to hide malicious activity and avoid detection.	revoked	T1685.004
T1562.013	Disable or Modify Network Device Firewall	subtechnique	TA0005	T1562	Network Devices	Adversaries may disable network device-based firewall mechanisms entirely or add, delete, or modify particular rules in order to bypass controls limiting network usage.	revoked	T1686.002
T1563	Remote Service Session Hijacking	technique	TA0008		Linux,macOS,Windows	Adversaries may take control of preexisting sessions with remote services to move laterally in an environment.	active	
T1563.001	SSH Hijacking	subtechnique	TA0008	T1563	Linux,macOS	Adversaries may hijack a legitimate user's SSH session to move laterally within an environment.	active	
T1563.002	RDP Hijacking	subtechnique	TA0008	T1563	Windows	Adversaries may hijack a legitimate user's remote desktop session to move laterally within an environment.	active	
T1564	Hide Artifacts	technique	TA0005		ESXi,Linux,macOS,Office Suite,Windows	Adversaries may attempt to hide artifacts associated with their behaviors to evade detection.	active	
T1564.001	Hidden Files and Directories	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may set files and directories to be hidden to evade detection mechanisms.	active	
T1564.002	Hidden Users	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may use hidden users to hide the presence of user accounts they create or modify.	active	
T1564.003	Hidden Window	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may use hidden windows to conceal malicious activity from the plain sight of users.	active	
T1564.004	NTFS File Attributes	subtechnique	TA0005	T1564	Windows	Adversaries may use NTFS file attributes to hide their malicious data in order to evade detection.	active	
T1564.005	Hidden File System	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may use a hidden file system to conceal malicious activity from users and security tools.	active	
